name_of_facility,latitude,longitude,address,city,state,zip,county,country,match_indicator,match_type,tiger_line_id,tiger_side,state_fips,county_fips,census_tract,census_block
"STEWART, JENNIFER G.",34.970144,-81.90349,1520 Drayton Rd,Spartanburg,SC,,29307,Spartanburg County G,Match,Exact,19470688,L,45,083,021403,3016
STICKS AND STONES,34.935178,-82.003477,8003 Warren H Abernathy Hwy,Spartanburg,SC,,29301,Spartanburg County G,No_Match,,,,,,,
STILL HOPES HOME HEALTH,33.985132,-81.06146,6509 Exum Dr,West Columbia,SC,,29169,Lexington,Match,Exact,70083968,L,45,063,020300,2023
STOKES RESIDENTIAL CARE,33.532285,-80.846915,2525 St Matthews Rd,Orangeburg,SC,,29118,Orangeburg,No_Match,,,,,,,
STRAND GASTROINTESTINAL ENDOSCOPY CENTER,33.759361,-78.803302,300 Kings Cir,Myrtle Beach,SC,,29572,Horry,Match,Non_Exact,631162017,R,45,051,051503,1018
STRATEGIC CARE LLC,34.948955,-80.998862,425 Anderson Rd N,Rock Hill,SC,,29730,York,No_Match,,,,,,,
STRATFORD PLACE GOOSE CREEK - ASSISTED LIVING,33.010876,-80.04758,82 Bridgetown Rd,Goose Creek,SC,,29445,Berkeley,Match,Exact,622207148,L,45,015,020723,1001
STRATFORD PLACE OF GOOSE CREEK MEMORY CARE,33.008536,-80.049681,97 Bridgetown Rd,Goose Creek,SC,,29445,Berkeley,Match,Exact,606761504,L,45,015,020723,1000
STUDIO 22,34.579037,-82.712768,102 Electric City Blvd,Anderson,SC,,29621,Anderson,Match,Exact,632953243,R,45,007,010602,1007
SUGAR SHACK CANVAS & INK,32.261055,-80.857966,70 Pennington Dr,Bluffton,SC,,29910,Beaufort,Match,Exact,87638672,R,45,013,002107,2013
"SUISSA, STEPHANIE F.",34.740258,-82.215997,210 Sycamore Ridge Dr,Simpsonville,SC,,29681,Greenville,Match,Exact,632501990,L,45,045,003009,4013
SULLIVAN STREET COMMUNITY RESIDENCE,34.494903,-82.012897,503 Sullivan St,Laurens,SC,,29360,Laurens,Match,Exact,44430902,R,45,059,920400,2042
"SUMINSKI, STEVEN D.",29.644646,-81.693565,414 Zeagler Dr,Palatka,FL,,32177,Statewide2,Match,Exact,613343579,L,12,107,950600,3066
SUMMERVILLE COMMUNITY HOSPICE HOUSE,33.044892,-80.092136,374 Myers Rd,Summerville,SC,,29486,Berkeley,Match,Exact,626961324,L,45,015,020718,1023
SUMMERVILLE ENDOSCOPY CENTER,32.964277,-80.1546,335 Midland Pkwy,Summerville,SC,,29485,City of Summerville,Match,Exact,637842751,R,45,035,010813,3001
SUMMERVILLE MEDICAL CENTER,32.965408,-80.157697,295 Midland Pkwy,Summerville,SC,,29485,City of Summerville,Match,Exact,178483927,R,45,035,010813,5000
SUMMIT HILLS ASSISTED LIVING COMMUNITY,34.984473,-81.891431,1 Summit Hills Dr,Spartanburg,SC,,29307,Spartanburg County G,Match,Exact,624112885,L,45,083,021401,1010
SUMMIT HILLS SKILLED NURSING FACILITY,34.984473,-81.891431,1 Summit Hills Dr,Spartanburg,SC,,29307,Spartanburg County G,Match,Exact,624112885,L,45,083,021401,1010
SUMMIT HILLS WELL CARE,34.984473,-81.891431,1 Summit Hills Dr,Spartanburg,SC,,29307,Spartanburg County G,Match,Exact,624112885,L,45,083,021401,1010
SUMMIT PLACE OF ANDERSON,34.552008,-82.631739,107 Perpetual Sq,Anderson,SC,,29621,Anderson,Match,Exact,624413289,L,45,007,001100,3006
SUMMIT PLACE OF BEAUFORT,32.438693,-80.701883,1119 Pickpocket Plantation Dr,Beaufort,SC,,29902,Beaufort,Match,Non_Exact,627152002,L,45,013,000700,1003
SUMMIT PLACE OF DANIEL ISLAND,32.858227,-79.91404,320 7 Farms Dr,Charleston,SC,,29492,City of Charleston,Match,Exact,100768659,L,45,015,020407,1024
SUMMIT PLACE OF NORTH MYRTLE BEACH,33.86534,-78.649722,491 Hwy 17,Little River,SC,,29566,Horry,Match,Non_Exact,635644961,L,45,051,040103,2003
SUMTER BEHAVIORAL HEALTH SERVICES TREATMENT DIVISION,33.922441,-80.338271,115 N Harvin St,Sumter,SC,,29150,Sumter,Tie,,,,,,,
SUMTER BEHAVIORAL HEALTH WOMEN'S RESIDENTIAL CENTER,33.930515,-80.336315,525 N Lafayette Dr,Sumter,SC,,29150,Sumter,Tie,,,,,,,
SUMTER EAST HEALTH AND REHABILITATION CENTER,33.944521,-80.351961,880 Carolina Ave,Sumter,SC,,29150,Sumter,Match,Exact,202668982,L,45,085,000800,2006
SUMTER TREATMENT SPECIALISTS,33.946943,-80.374215,1024 Broad St,Sumter,SC,,29150,Sumter,No_Match,,,,,,,
SUNNY PINES BOARDING HOME,33.468168,-79.573825,157 Gapway Rd,Andrews,SC,,29510,TIGER/Line® dataset from the US Census Bureau,Match,Non_Exact,29002310,L,45,043,920204,1030
SUNSPIRE HEALTH HILTON HEAD,32.215253,-80.725285,2200 Main St,Hilton Head Island,SC,,29926,Beaufort,Match,Exact,615131964,R,45,013,010600,2014
SUNSPIRE HEALTH HILTON HEAD OUTPATIENT,32.215253,-80.725285,2200 Main St,Hilton Head Island,SC,,29926,Beaufort,Match,Exact,615131964,R,45,013,010600,2014
SUPERIOR CARE IN HOME SERVICES,34.857124,-82.353113,25 Woods Lake Rd,Greenville,SC,,29607,City of Greenville,Match,Exact,38357968,L,45,045,004400,2001
SUPERIOR CARE TEAM,34.062533,-81.172967,1508 Emory Ct,Columbia,SC,,29212,Lexington,Match,Exact,70049397,L,45,063,021110,2029
SUPERIOR NURSING SOLUTIONS,33.546343,-81.998525,1315 W Martintown,North Augusta,SC,,29841,Edgefield County G,No_Match,,,,,,,
SUPPORTING FAMILY AND FRIENDS,33.938182,-80.362283,528 Broad St,Sumter,SC,,29150,Sumter,Match,Exact,202710325,L,45,085,000901,2013
SUPREME MANAGEMENT AND ASSOCIATES,35.121259,-81.516041,103 N Shelby St,Blacksburg,SC,,29702,Cherokee County G,Tie,,,,,,,
SURGERY AND LASER CENTER AT PROFESSIONAL PARK LLC,34.480003,-81.935816,136 Professional Park Rd,Clinton,SC,,29325,Laurens,Match,Exact,44449563,R,45,059,920700,3000
SURGERY CENTER AT EDGEWATER,34.996689,-80.858424,2536 Lengers Way,Fort Mill,SC,,29707,Lancaster County G,Match,Exact,645293552,R,45,057,011205,1001
SURGERY CENTER AT PELHAM,34.862814,-82.221102,395 Abner Creek Rd,Greer,SC,,29651,Spartanburg County G,Match,Exact,647220867,R,45,083,023405,2016
SURGERY CENTER OF AIKEN,33.576813,-81.758638,118 Hudson Rd,Aiken,SC,,29801,Aiken,Match,Exact,648727571,L,45,003,021300,2011
SURGERY CENTER OF CHARLESTON,32.807114,-80.025285,1849 Savage Rd,Charleston,SC,,29407,Charleston,Match,Exact,108904931,R,45,019,002614,1001
SURGERY CENTER OF CONWAY,33.847869,-79.054892,1001 Fifteenth Ave,Conway,SC,,29526,Horry,Match,Exact,29040666,R,45,051,070200,2049
SURGERY CENTER OF THE LAKELANDS,34.177735,-82.153412,101 Academy Ave,Greenwood,SC,,29646,Greenwood,Match,Exact,50804484,R,45,047,970401,3052
"SWEDO, ROBERT",32.268987,-80.852541,9 S Point Ct,Bluffton,SC,,29910,Beaufort,Match,Exact,635577746,R,45,013,002201,2002
SWEET & GENTLE CARE HOMECARE AGENCY LLC,34.777307,-82.389213,716 E Fairfield Rd,Greenville,SC,,29605,Greenville,Match,Exact,38305649,R,45,045,002001,1026
SWEET & SOUR TATTOO,34.786138,-82.478804,3401 Highway 153,Piedmont,SC,,29673,Anderson,Match,Non_Exact,640778465,L,45,007,010105,1009
SWEET SPIRIT HOME CARE SERVICES LLC,34.073361,-80.958897,7435 Parklane Rd,Columbia,SC,,29223,TIGER/Line® dataset from the US Census Bureau,Match,Exact,604794654,L,45,079,010803,1001
SWEETGRASS COURT SENIOR LIVING COMMUNITY,32.814793,-79.864322,1016 Anna Knapp Blvd,Mount Pleasant,SC,,29464,TIGER/Line® dataset from the US Census Bureau,Match,Exact,108887939,R,45,019,004622,1021
"SWIGER, JAMES W., SR.",34.780363,-82.31305,108 Sunset Dr,Mauldin,SC,,29662,Greenville,Match,Exact,38311413,L,45,045,002904,1028
SYMBOLIC HEALTHCARE LLC,34.866052,-82.381402,427 Wade Hampton Blvd,Greenville,SC,,29609,City of Greenville,Match,Exact,38357661,L,45,045,001101,4028
SYNERGY HOMECARE OF CHARLESTON,32.843551,-79.870977,NA I 526,Mount Pleasant,SC,,29464,TIGER/Line® dataset from the US Census Bureau,No_Match,,,,,,,
SYNERGY HOMECARE OF GREENVILLE,34.852157,-82.331054,439 Congaree Rd,Greenville,SC,,29607,Greenville,Match,Exact,641351929,L,45,045,001808,1008
SYNERGY HOMECARE OF THE LOWCOUNTRY,32.155597,-80.761277,2 Corpus Christi,Hilton Head Island,SC,,29928,Beaufort,Match,Non_Exact,614689760,R,45,013,010300,2015
SYNERGY SPINE CENTER,34.695916,-82.948868,457 By Pass 123,Seneca,SC,,29678,Oconee,No_Match,,,,,,,
TAILORED HOME CARE II INC,34.929834,-81.033853,327 Main St W,Rock Hill,SC,,29730,York,No_Match,,,,,,,
"TAMBLING, TODD C.",34.981507,-80.973199,743 Terrace Park,Rock Hill,SC,,29730,York,Match,Exact,637355429,L,45,091,060901,3019
TATTOO TRILLIONAIRES,34.066885,-80.954831,7350 US Hwy 1,Columbia,SC,,29223,TIGER/Line® dataset from the US Census Bureau,No_Match,,,,,,,
TATTOO WAREHOUSE,34.916365,-82.004003,2799 Reidville Rd A B,Spartanburg,SC,,29301,Spartanburg County G,Match,Exact,19469170,L,45,083,022005,4005
TATWAY TATTOOS,33.981568,-81.265258,1500 W Main St,Lexington,SC,,29072,Lexington,Match,Non_Exact,70063218,L,45,063,021028,2030
TENDER CARE HEALTH CARE,34.173492,-79.834332,1241 Celebration Blvd,Florence,SC,,29501,Florence,Match,Exact,645421198,R,45,041,000202,4014
TENDER HEARTS HOME CARE,34.332082,-80.067391,501 Bobo Newsom Hwy,Hartsville,SC,,29550,Darlington,Tie,,,,,,,
THAD E SALEEBY DEVELOPMENTAL CENTER,34.362085,-80.087384,714 Lewellen Ave,Hartsville,SC,,29550,Darlington County G,Match,Exact,640568256,L,45,031,010500,1020
THAD'S DAUGHTERS HEALTH CARE,34.88245,-82.35873,26 Pine Knoll Dr,Greenville,SC,,29609,Greenville,Match,Exact,652912543,R,45,045,001700,4015
THE EDGE,34.579037,-82.712768,102 Electric City Blvd,Anderson,SC,,29621,Anderson,Match,Exact,632953243,R,45,007,010602,1007
THE FORRESTER CENTER FOR BEHAVIORAL HEALTH,34.948448,-81.934173,189 W Main St,Spartanburg,SC,,29306,City of Spartanburg,Tie,,,,,,,
THE GILDED MERMAID,32.786453,-80.145666,4213 Savannah Hwy,Ravenel,SC,,29470,Charleston,Match,Exact,605509170,R,45,019,002504,4003
THE HERITAGE AT LOWMAN REHABILITATION AND HEALTHCARE,34.141812,-81.269765,242 Fortress Dr,White Rock,SC,,29177,TIGER/Line® dataset from the US Census Bureau,No_Match,,,,,,,
THE MIDDLE PATH AT BARRIER ISLANDS,32.799419,-80.011327,1617 Ashley River Rd,Charleston,SC,,29407,Charleston,No_Match,,,,,,,
THE NEIGHBORHOOD NURSE,34.092739,-80.924261,9839 Windsor Lake Blvd,Columbia,SC,,29223,TIGER/Line® dataset from the US Census Bureau,Match,Exact,71825526,L,45,079,011412,3005
THE OAKS PACE,33.526168,-80.858999,153 Founders Ct,Orangeburg,SC,,29118,Orangeburg,Match,Exact,646522438,L,45,075,011000,3000
THE PIERCING PARLOR,34.096213,-81.157044,7320 Broad River Rd,Irmo,SC,,29063,Lexington,Match,Exact,640029066,R,45,079,010315,1042
THE TAT CAVE,35.03833,-82.080846,11279 Asheville Hwy,Inman,SC,,29349,Spartanburg County G,Match,Exact,640603479,L,45,083,022902,1020
THE UNIQUE CARING FOUNDATION,32.867405,-81.107095,98 Maple St E,Hampton,SC,,29924,TIGER/Line® dataset from the US Census Bureau,Match,Exact,33108767,L,45,049,920202,3041
THE WOODLANDS AT FURMAN,34.935275,-82.443674,1500 Trailhead Ct,Greenville,SC,,29617,Greenville,Match,Exact,624936063,L,45,045,003803,1007
"THEROS-CLARKE, JENNIFER M.",33.495953,-80.878051,858 Carolina Ave,Orangeburg,SC,,29115,Orangeburg,Match,Exact,19215826,R,45,075,010901,3018
"THIERY, APRIL LYNN",35.32362,-80.959708,9517 Brighthaven Ln,Charlotte,NC,,28214,Mecklenburg,Match,Exact,70563090,R,37,119,006014,1022
THIRTY THREE VII TATTOOS,34.739565,-82.036623,111 S Main St,Woodruff,SC,,29388,Spartanburg County G,Match,Exact,19464207,L,45,083,023409,1037
THOMAS DRIVE COMMUNITY RESIDENCE,33.942424,-80.377912,6 Thomas Dr,Sumter,SC,,29150,Sumter,Match,Exact,202666103,R,45,085,000901,4004
"THOMAS, ELLIS J., III.",32.797889,-80.139782,3910 Waldon Rd,Ravenel,SC,,29470,Charleston,Match,Exact,108879085,R,45,019,005800,1064
"THOMAS, MICHAEL J.",32.759197,-79.993718,2107 Welch Ave,Charleston,SC,,29412,Charleston,Match,Exact,108858996,L,45,019,001901,1037
"THOMPSON, PRARIE S.",34.919056,-82.431761,104 Crestview Dr,Greenville,SC,,29609,Greenville,Match,Non_Exact,38336835,R,45,045,003802,1010
THORNE RETIREMENT HOME,34.343339,-79.173589,675 W 3rd Ave,Lake View,SC,,29563,TIGER/Line® dataset from the US Census Bureau,Tie,,,,,,,
THREE RIVERS BEHAVIORAL HEALTH,34.00714,-81.118194,2900 Sunset Blvd,West Columbia,SC,,29169,Lexington,No_Match,,,,,,,
THREE RIVERS RESIDENTIAL TREATMENT-MIDLANDS CAMPUS,33.970159,-81.136962,200 Ermine Rd,West Columbia,SC,,29170,Lexington,Match,Exact,70073685,L,45,063,021034,3024
THROUGH IT ALL,34.88245,-82.35873,26 Pine Knoll Dr,Greenville,SC,,29609,Greenville,Match,Exact,652912543,R,45,045,001700,4015
TIDELANDS COMMUNITY HOSPICE,33.411325,-79.286002,2591 N Fraser St,Georgetown,SC,,29440,Georgetown,No_Match,,,,,,,
TIDELANDS GEORGETOWN MEMORIAL HOSPITAL,33.37963,-79.284968,606 Black River Rd,Georgetown,SC,,29440,Georgetown,Match,Exact,29002796,R,45,043,920302,2025
TIDELANDS HEALTH REHABILITATION HOSPITAL AN AFFILIATE OF ENCOMPASS HEALTH,33.57896,-79.043023,1049 Vestry Dr,Murrells Inlet,SC,,29576,Horry,Match,Exact,630991378,L,45,051,051608,1022
TIDELANDS HEALTH REHABILITATION HOSPITAL AT LITTLE RIVER AN AFFILIATE OF ENCOMPA,33.878253,-78.638407,3765 Cedar Creek Run,Little River,SC,,29566,Horry,Match,Exact,29104807,L,45,051,040103,2022
TIDELANDS HEALTH SURGERY CENTER AT THE MARKET COMMON,33.682196,-78.957048,3611 Dorsett Dr,Myrtle Beach,SC,,29577,Horry,No_Match,,,,,,,
TIDELANDS WACCAMAW COMMUNITY HOSPITAL,33.560513,-79.042921,4040 Hwy 17 By- Pass,Murrells Inlet,SC,,29576,Georgetown County G,Match,Non_Exact,28957569,L,45,043,920511,1010
TIKI TATTOO,33.708137,-78.907256,705 Seaboard St,Myrtle Beach,SC,,29577,Horry,Match,Exact,29071131,L,45,051,050600,1005
TLC YOUR WAY HOME CARE SERVICES INC,35.11558,-81.05314,4374 Charlotte Hwy,Clover,SC,,29710,York,Match,Exact,640503999,L,45,091,061706,1011
TOM MANGUM COMMUNITY RESIDENCE,34.711464,-80.793296,218 S Plantation Rd,Lancaster,SC,,29720,Lancaster County G,Match,Exact,606679208,L,45,057,010900,2042
TOP NOTCH TATTOOS (TNT),33.707462,-78.907121,702 Seaboard St,Myrtle Beach,SC,,29577,Horry,Match,Exact,29071131,R,45,051,050600,1009
TORI SENIOR HOME CARE,32.860234,-79.981072,2017 Pine Forest Dr,North Charleston,SC,,29405,TIGER/Line® dataset from the US Census Bureau,Match,Exact,108802146,L,45,019,003700,2011
TOTAL COMFORT ADULT DAY CARE,33.382231,-80.42337,1706 Camden Rd,Holly Hill,SC,,29059,Orangeburg,Match,Exact,652909968,L,45,075,010200,2006
TOUCHING HEARTS CARE LLC,34.15892,-79.767606,1811 S Irby St,Florence,SC,,29505,Florence,Tie,,,,,,,
TOUCHING HEARTS HOME CARE AGENCY,33.876787,-79.754561,215 Kelley St,Lake City,SC,,29560,Florence,Match,Exact,28910646,R,45,041,002204,1018
TOUCHOFCARE IN HOME CARE SERVICES,34.820318,-82.339135,11 Verdae Blvd,Greenville,SC,,29607,City of Greenville,Match,Exact,38361684,L,45,045,001900,4031
TOYE SHOP INK,33.908994,-81.215644,5362 Platt Springs Rd,Lexington,SC,,29073,Lexington,Match,Exact,70083696,L,45,063,021052,1004
TRADITIONS HEALTH,34.85695,-82.327817,10 Enterprise Blvd,Greenville,SC,,29615,Greenville,Match,Exact,38322270,R,45,045,001808,1004
"TRAMMELL, THOMAS E.",34.906328,-82.413653,20211 Upper Enclave Cir,Greenville,SC,,29609,Greenville,Match,Exact,646631436,L,45,045,003802,2015
TRANSCENDENCE TREATMENT CENTER,32.844859,-80.015237,3820 State Rd S-10-475,North Charleston,SC,,29405,TIGER/Line® dataset from the US Census Bureau,No_Match,,,,,,,
TRANSITIONS HOSPICE CARE OF GEORGIA,32.98656,-80.177978,420 Old Trolley Rd,Summerville,SC,,29485,City of Summerville,Match,Non_Exact,647848980,L,45,035,010808,1009
TRAVELERS REST COMMUNITY RESIDENCE,34.958114,-82.430272,252 Little Texas Rd,Travelers Rest,SC,,29690,Greenville,Match,Exact,640588559,L,45,045,002701,1022
TREASURED HEARTS HOME CARE SERVICES,33.529408,-81.94755,310 Edgefield Rd,North Augusta,SC,,29841,Aiken,Match,Exact,637263764,R,45,003,020604,3038
"TREPICCIONE, AUDREY",35.667815,-78.576208,7900 Hebron Church Rd,Garner,NC,,27529,NC Geographic Information Coordinating Council,Match,Exact,72646435,L,37,183,052814,1002
TRI-COUNTY ADULT DAY HEALTH SERVICES,34.695739,-79.928261,169 Calvary,Cheraw,SC,,29520,Chesterfield,No_Match,,,,,,,
TRI-COUNTY ADULT IN-HOME CARE,34.695739,-79.928261,169 Calvary,Cheraw,SC,,29520,Chesterfield,No_Match,,,,,,,
TRI-COUNTY CHOICE HOSPICE AND PALLIATIVE CARE LLC,34.764703,-83.067107,104 Browns Square Dr,Walhalla,SC,,29691,Oconee,Match,Exact,636640142,R,45,073,030403,1002
TRI-COUNTY COMMISSION ON ALCOHOL AND DRUG ABUSE,33.534245,-80.82221,888 Cook Rd,Orangeburg,SC,,29118,Orangeburg,Match,Exact,605672691,R,45,075,011100,2030
TRICOUNTY CRISIS STABILIZATION CENTER,32.783794,-79.950382,125 Doughty St,Charleston,SC,,29403,City of Charleston,Match,Exact,639341861,L,45,019,000600,1021
TRIDENT AMBULATORY SURGERY CENTER,32.975017,-80.074912,9321 Medical Plaza Dr,Charleston,SC,,29406,TIGER/Line® dataset from the US Census Bureau,Match,Exact,639504876,L,45,019,003115,3009
TRIDENT MEDICAL CENTER,32.975729,-80.075041,9335 Medical Plaza Dr,Charleston,SC,,29406,TIGER/Line® dataset from the US Census Bureau,Match,Exact,639504876,L,45,019,003115,3009
TRINITY BEHAVIORAL CARE MARION OFFICE,34.179551,-79.346988,NA US 501,Mullins,SC,,29574,TIGER/Line® dataset from the US Census Bureau,No_Match,,,,,,,
TRINITY HAVEN HOMECARE GROUP LLC,34.854117,-82.456081,6137 White Horse Rd,Greenville,SC,,29611,Greenville,No_Match,,,,,,,
TRINITY HEALTHCARE SERVICES LLC,34.846982,-82.457979,622 A Old Easley Hwy,Greenville,SC,,29611,Greenville,Match,Exact,38295965,R,45,045,003705,1013
TRINITY HOME CARE AGENCY LLC,34.866052,-82.381402,427 Wade Hampton Blvd,Greenville,SC,,29609,City of Greenville,Match,Exact,38357661,L,45,045,001101,4028
TRINITY HOME HEALTH OF AIKEN,33.574357,-81.761315,690 Medical Park Dr,Aiken,SC,,29801,Aiken County G,Match,Exact,65020917,L,45,003,021300,2014
TRINITY HOSPICE OF AIKEN,33.574357,-81.761315,690 Medical Park Dr,Aiken,SC,,29801,Aiken County G,Match,Exact,65020917,L,45,003,021300,2014
TRINITY ON LAURENS,33.564516,-81.721863,213 Laurens St NW,Aiken,SC,,29801,Aiken County G,Match,Exact,65033779,L,45,003,021401,2038
TRIPLE E ADULT DAY CARE #2,33.220652,-81.346407,224 Sanders Ln,Barnwell,SC,,29812,Barnwell County G,Match,Exact,19077805,L,45,011,970402,2047
TRIPLE E ADULT DAY CARE #3,33.00907,-81.311877,292 Water St,Allendale,SC,,29810,TIGER/Line® dataset from the US Census Bureau,Match,Exact,19044868,L,45,005,970201,3001
"TROUTMAN, ASHLEY",33.933321,-81.215172,2121 Old Barnwell Rd,Lexington,SC,,29073,Lexington,Match,Non_Exact,70064138,R,45,063,021052,1001
TROY-JOHNSON INTERGENERATIONAL DAYCARE,34.204636,-79.25961,101 Seaboard Ave,Mullins,SC,,29574,TIGER/Line® dataset from the US Census Bureau,Match,Exact,28775010,L,45,067,950300,1020
TRUE CARE HOME CARE LLC,33.84284,-79.050829,900 Main St,Conway,SC,,29526,Horry,Match,Exact,607103480,R,45,051,070200,2069
TRUE HEART COUNSELING,33.196882,-79.993012,230 N Hwy 52,Moncks Corner,SC,,29461,Berkeley,No_Match,,,,,,,
TRUE HEARTS HOMECARE LLC,34.837476,-82.3547,8 A Sycamore Dr,Greenville,SC,,29607,Greenville,Match,Exact,38303922,R,45,045,004400,2031
TRUE KONNECTIONS HOME CARE LLC,34.042693,-81.142288,5 Clusters Ct,Columbia,SC,,29210,Lexington,Match,Exact,70073544,L,45,063,020511,1007
TRUE RELIANCE HOME CARE LLC,32.926049,-80.08262,3614 Ashley Phosphate Rd,North Charleston,SC,,29418,Dorchester,Match,Exact,623117815,L,45,035,010818,5018
TRUE TO YOU IN-HOME PATIENT CARE SERVICES LLC,34.133374,-79.937508,305 E Smith St,Timmonsville,SC,,29161,Florence,Tie,,,,,,,
TRUE VINE HOME CARE AGENCY,33.190958,-79.998052,113 S Hwy 52,Moncks Corner,SC,,29461,Berkeley,No_Match,,,,,,,
TRUST ME HOME CARE SERVICES,34.873639,-81.051149,1021 Robinwood Ct,Rock Hill,SC,,29730,York,Match,Exact,19792519,L,45,091,061301,2023
TRUSTED HOME CARE,33.860036,-78.653983,288 E Hwy 90,Little River,SC,,29566,Horry,No_Match,,,,,,,
TRUTH-N-ART PIERCING & BODY MODIFICATION,34.910585,-81.983469,486 E Blackstock Rd,Spartanburg,SC,,29301,Spartanburg County G,Tie,,,,,,,
TRUTH-N-ART TATTOO AND ART GALLERY,34.910832,-81.98358,482 E Blackstock Rd 484,Spartanburg,SC,,29301,Spartanburg County G,Tie,,,,,,,
TUCKER'S ADULT HEALTH DAY CARE,32.900427,-80.666381,112 Carn St,Walterboro,SC,,29488,Colleton,Match,Exact,19156103,L,45,029,970502,1029
TURBEVILLE CORRECTIONAL INSTITUTION INFIRMARY,33.887185,-80.082043,1578 Clarence Coker Hwy,Turbeville,SC,,29162,Clarendon County G,No_Match,,,,,,,
TURNING POINT CRCF,33.980671,-80.763849,841 Toms Creek Rd,Hopkins,SC,,29061,TIGER/Line® dataset from the US Census Bureau,Match,Exact,71859258,R,45,079,011902,4004
TWILITE MANOR ADULT RESIDENTIAL CARE,33.954035,-81.072129,2306 Forrest Rd,Cayce,SC,,29033,Lexington,Match,Non_Exact,70056643,R,45,063,020604,3015
TYLER RESTMORE HOME,33.494443,-80.870803,1681 Broughton St,Orangeburg,SC,,29115,Orangeburg,Match,Exact,19217371,L,45,075,011400,3022
TYLER RESTMORE HOME #2,33.485231,-80.860271,195 Sellers Ave,Orangeburg,SC,,29115,Orangeburg,No_Match,,,,,,,
TYLER RESTMORE HOME 3,33.473476,-80.852907,139 Seminole Dr,Orangeburg,SC,,29115,Orangeburg,No_Match,,,,,,,
U S RENAL CARE LYMAN DIALYSIS,34.957671,-82.128421,208 Holly Springs Rd,Lyman,SC,,29365,Spartanburg County G,Match,Exact,19511276,L,45,083,023004,2086
ULTRA HOME CARE SERVICES LLC,33.881431,-81.043099,4031 Charleston Hwy,West Columbia,SC,,29172,Lexington,Match,Exact,70062815,R,45,063,020706,1040
UNDER THE SKIN TATTOO STUDIO,33.510393,-80.85534,1014 Chestnut St,Orangeburg,SC,,29115,Orangeburg,Tie,,,,,,,
UNEEDA RESPITE & HOME CARE SERVICES LLC,34.82951,-82.412966,61 Orr St,Greenville,SC,,29605,Greenville,Match,Exact,38365961,L,45,045,002108,2005
UNION MEDICAL CENTER,34.711989,-81.629464,322 W South St,Union,SC,,29379,Union,Tie,,,,,,,
UNIQUE CARING FOUNDATION - ROCK HILL,34.945197,-81.031499,518 North Ave,Rock Hill,SC,,29732,York,Match,Exact,19791133,R,45,091,060700,2014
UNIQUE SERENITY IN-HOME CARE AGENCY,34.042693,-81.142288,5 Clusters Ct,Columbia,SC,,29210,Lexington,Match,Exact,70073544,L,45,063,020511,1007
UNITED ENERGY WORKERS HEALTHCARE CORP,33.56282,-81.731586,160 Waterloo St SW,Aiken,SC,,29801,Aiken County G,Match,Exact,64990283,L,45,003,021300,3025
UNITY VILLAGE HOMECARE SERVICES,33.032251,-80.139756,131 Slate Stone Dr,Summerville,SC,,29486,Berkeley,Match,Exact,100752702,R,45,015,020714,3013
UNIVERSITY HOME HEALTH NORTH AUGUSTA,33.501162,-81.964608,1015 Georgia Ave,North Augusta,SC,,29841,Aiken County G,Match,Exact,64985191,R,45,003,020802,3000
UPLIFTING HANDS HOMECARE LLC,34.778405,-82.378517,5600 C Augusta Rd,Greenville,SC,,29605,Greenville,Match,Exact,38305845,R,45,045,002003,3010
UPPER HAND TATTOO STUDIO,32.799206,-80.02059,1869 Sam Rittenberg Blvd,Charleston,SC,,29407,Charleston,Match,Exact,647147087,L,45,019,002701,1015
