census_tract,state,county,urban,pop2010,ohu2010,group_quarters_flag,numgqtrs,pctgqtrs,lila_tracts_1and10,lila_tracts_half_and10,lila_tracts_1and20,lila_tracts_vehicle,hunv_flag,low_income_tracts,poverty_rate,median_family_income,la1and10,l_ahalfand10,la1and20,la_tracts_half,la_tracts1,la_tracts10,la_tracts20,la_tracts_vehicle_20,lapop1_10,lapop05_10,lapop1_20,lalowi1_10,lalowi05_10,lalowi1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,lapop10,lapop10share,lalowi10,lalowi10share,lakids10,lakids10share,laseniors10,laseniors10share,lawhite10,lawhite10share,lablack10,lablack10share,laasian10,laasian10share,lanhopi10,lanhopi10share,laaian10,laaian10share,laomultir10,laomultir10share,lahisp10,lahisp10share,lahunv10,lahunv10share,lasnap10,lasnap10share,lapop20,lapop20share,lalowi20,lalowi20share,lakids20,lakids20share,laseniors20,laseniors20share,lawhite20,lawhite20share,lablack20,lablack20share,laasian20,laasian20share,lanhopi20,lanhopi20share,laaian20,laaian20share,laomultir20,laomultir20share,lahisp20,lahisp20share,lahunv20,lahunv20share,lasnap20,lasnap20share,tract_lowi,tract_kids,tract_seniors,tract_white,tract_black,tract_asian,tract_nhopi,tract_aian,tract_o_multir,tract_hispanic,tract_hunv,tract_snap,tract_latitude,tract_longitude
45083020702,South Carolina,Spartanburg County,1,1858,750,0,0,0,1,1,1,0,0,1,22.1,43545,1,1,1,1,1,0,0,0,1604,1858,1604,864,1004,864,1858,100.00,1004,54.01,452,24.33,269,14.48,791,42.57,939,50.54,69,3.71,0,0.00,5,0.27,54,2.91,60,3.23,41,5.50,110,14.73,1604,86.32,864,46.51,356,19.16,253,13.61,735,39.56,751,40.41,65,3.50,0,0.00,5,0.27,48,2.59,55,2.98,36,4.82,96,12.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1212,452,269,791,939,69,0,5,54,60,44,118,+34.9158346,-081.9432963
45083020800,South Carolina,Spartanburg County,1,1484,555,0,12,0.81,0,1,0,1,1,1,69.1,14006,0,1,0,1,0,0,0,1,55,1484,55,45,1226,45,1484,100.00,1226,82.59,576,38.81,93,6.27,71,4.78,1361,91.71,5,0.34,0,0.00,0,0.00,47,3.17,34,2.29,265,47.75,311,55.97,55,3.70,45,3.06,17,1.18,4,0.25,9,0.64,42,2.84,0,0.00,0,0.00,0,0.00,3,0.22,8,0.52,8,1.38,9,1.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1015,576,93,71,1361,5,0,0,47,34,244,286,+34.9367442,-081.9385301
45083020900,South Carolina,Spartanburg County,1,1302,603,0,39,3,0,1,0,0,0,1,16.4,40729,0,1,0,1,0,0,0,0,NULL,595,NULL,NULL,279,NULL,595,45.67,279,21.46,132,10.16,80,6.13,162,12.47,423,32.49,5,0.35,0,0.00,0,0.00,5,0.36,20,1.55,51,8.48,37,6.05,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,609,270,178,437,834,5,0,1,25,36,119,85,+34.9352379,-081.9329353
45083021001,South Carolina,Spartanburg County,1,2612,1164,0,0,0,0,1,0,0,0,1,27.5,23963,0,1,0,1,0,0,0,0,120,878,120,67,526,67,878,33.60,526,20.15,201,7.71,206,7.90,83,3.17,779,29.81,2,0.06,0,0.00,0,0.00,14,0.55,5,0.17,64,5.52,162,13.95,120,4.59,67,2.58,26,0.99,26,1.01,4,0.15,113,4.34,0,0.00,0,0.00,0,0.00,3,0.11,0,0.00,2,0.21,20,1.72,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1716,809,498,247,2283,13,0,3,66,49,274,452,+34.9324506,-081.9235445
45083021100,South Carolina,Spartanburg County,1,3537,1534,0,0,0,1,1,1,1,1,1,14.3,50602,1,1,1,1,1,0,0,1,689,3185,689,179,1546,179,3185,90.05,1546,43.72,680,19.22,482,13.61,1190,33.63,1852,52.36,76,2.14,0,0.00,11,0.31,57,1.60,59,1.66,178,11.58,357,23.28,689,19.48,179,5.06,148,4.19,114,3.24,337,9.54,290,8.20,38,1.07,0,0.00,5,0.13,19,0.54,23,0.65,9,0.59,70,4.57,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1657,749,537,1368,2000,86,0,11,72,67,186,411,+34.9269747,-081.9077608
45083021200,South Carolina,Spartanburg County,1,3267,1333,0,561,17.17,0,0,0,0,0,0,7.3,110662,1,1,1,1,1,0,0,0,2029,3265,2029,460,722,460,3265,99.93,722,22.11,535,16.39,375,11.49,2792,85.47,361,11.04,33,1.01,1,0.03,2,0.06,76,2.32,119,3.63,69,5.18,86,6.45,2029,62.11,460,14.09,312,9.55,234,7.15,1759,53.83,203,6.22,24,0.74,1,0.03,1,0.03,42,1.28,65,1.98,35,2.63,48,3.61,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,504,536,376,2794,361,33,1,2,76,119,71,88,+34.9509248,-081.9167596
45083021301,South Carolina,Spartanburg County,1,2646,1341,0,157,5.93,0,1,0,0,0,1,21.5,42071,0,1,0,1,0,0,0,0,NULL,735,NULL,NULL,297,NULL,735,27.77,297,11.24,69,2.61,277,10.46,472,17.85,228,8.63,10,0.37,0,0.00,2,0.08,22,0.84,15,0.56,86,6.40,73,5.47,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1058,472,772,1503,1039,33,0,6,65,110,313,247,+34.9739544,-081.8915896
45083021302,South Carolina,Spartanburg County,1,2439,1036,0,0,0,0,0,0,0,0,0,4.7,131071,0,1,0,1,0,0,0,0,370,1679,370,17,114,17,1679,68.82,114,4.67,417,17.08,335,13.72,1581,64.82,70,2.88,4,0.17,0,0.00,0,0.00,23,0.96,12,0.50,8,0.79,6,0.60,370,15.16,17,0.71,88,3.59,73,3.01,360,14.78,2,0.09,1,0.04,0,0.00,0,0.00,6,0.25,3,0.13,1,0.12,1,0.13,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,176,577,489,2267,117,11,0,3,41,20,7,9,+34.9498435,-081.8897359
45083021303,South Carolina,Spartanburg County,1,5073,2363,0,90,1.77,0,0,0,0,1,0,6.3,71087,1,1,1,1,1,0,0,1,1471,3700,1471,308,980,308,3700,72.93,980,19.31,697,13.74,773,15.24,2831,55.80,744,14.67,53,1.04,3,0.05,6,0.12,63,1.24,78,1.54,115,4.89,61,2.60,1471,29.00,308,6.06,269,5.30,332,6.54,1186,23.37,254,5.01,10,0.20,0,0.00,5,0.09,17,0.34,33,0.64,14,0.57,24,1.01,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1130,942,1239,4064,834,75,7,7,86,114,165,84,+34.9613348,-081.8731163
45083021401,South Carolina,Spartanburg County,0,1578,722,0,24,1.52,0,0,0,0,0,0,14.4,58523,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,1573,99.69,544,34.50,300,18.98,459,29.08,1289,81.69,236,14.96,19,1.20,0,0.00,3,0.19,26,1.65,46,2.92,40,5.48,61,8.49,1269,80.44,438,27.74,267,16.91,276,17.50,1053,66.74,177,11.23,12,0.79,0,0.00,3,0.19,24,1.49,45,2.85,26,3.60,46,6.32,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,549,300,460,1294,236,19,0,3,26,46,39,56,+35.0086067,-081.8784460
45083021402,South Carolina,Spartanburg County,0,3410,1298,0,12,0.35,0,0,0,0,0,0,15.4,68542,0,0,0,0,0,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,2157,63.24,609,17.87,509,14.91,359,10.53,1806,52.96,234,6.86,47,1.37,1,0.03,4,0.12,65,1.91,66,1.94,16,1.25,107,8.24,1473,43.20,382,11.20,356,10.45,225,6.59,1228,36.02,160,4.68,30,0.87,0,0.01,4,0.12,52,1.51,52,1.53,13,1.04,73,5.63,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1069,851,516,2855,380,78,1,4,92,88,21,176,+35.0164539,-081.9222548
45083021403,South Carolina,Spartanburg County,1,3514,1512,0,8,0.23,1,1,1,1,1,1,22.5,45192,1,1,1,1,1,0,0,1,2905,3400,2905,1757,1937,1757,3400,96.74,1937,55.12,809,23.02,464,13.21,1837,52.27,1166,33.19,86,2.44,0,0.00,12,0.34,299,8.50,374,10.64,117,7.75,401,26.55,2905,82.68,1757,50.01,723,20.56,348,9.91,1431,40.72,1096,31.19,83,2.37,0,0.00,12,0.34,283,8.07,359,10.21,92,6.09,338,22.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1985,835,486,1928,1187,87,0,12,300,374,119,400,+34.9924944,-081.9122498
45083021500,South Carolina,Spartanburg County,1,3145,1401,0,4,0.13,0,1,0,1,1,1,13.4,41290,0,1,0,1,0,0,0,1,114,2320,114,46,1103,46,2320,73.76,1103,35.08,560,17.82,358,11.38,1532,48.71,653,20.75,24,0.75,2,0.08,9,0.28,101,3.20,109,3.46,101,7.23,227,16.23,114,3.63,46,1.46,18,0.57,23,0.73,92,2.94,19,0.60,0,0.01,0,0.00,0,0.00,2,0.08,2,0.07,1,0.08,11,0.81,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1497,721,495,2040,922,37,8,9,129,149,150,312,+34.9800448,-081.9284454
45083021600,South Carolina,Spartanburg County,1,3419,1122,0,771,22.55,1,1,1,0,0,1,18.9,39514,1,1,1,1,1,0,0,0,620,2675,620,329,1290,329,2675,78.24,1290,37.72,544,15.91,315,9.21,1048,30.66,1363,39.86,94,2.74,0,0.00,3,0.07,167,4.90,226,6.62,58,5.16,163,14.56,620,18.13,329,9.62,155,4.54,70,2.04,100,2.92,489,14.31,12,0.34,0,0.00,1,0.03,18,0.53,22,0.66,19,1.65,48,4.28,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1355,650,416,1494,1606,115,0,3,201,274,75,219,+34.9766538,-081.9550681
45083021700,South Carolina,Spartanburg County,1,3913,1307,0,442,11.3,1,1,1,1,1,1,33.8,31686,1,1,1,1,1,0,0,1,3049,3892,3049,2032,2480,2032,3892,99.47,2480,63.39,925,23.63,383,9.78,1637,41.82,1550,39.61,33,0.84,0,0.00,45,1.16,627,16.03,782,19.99,261,19.98,479,36.66,3049,77.91,2032,51.93,664,16.97,315,8.05,1291,33.00,1343,34.33,28,0.72,0,0.00,15,0.38,371,9.49,435,11.13,197,15.07,373,28.55,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2532,931,385,1644,1558,33,0,49,629,794,294,570,+34.9611074,-081.9692797
45083021802,South Carolina,Spartanburg County,1,6059,2012,0,1304,21.52,1,1,1,0,0,1,42.2,32375,1,1,1,1,1,0,0,0,1607,5162,1607,1333,3825,1333,5162,85.19,3825,63.14,738,12.18,245,4.04,2706,44.66,1733,28.60,77,1.26,2,0.03,25,0.41,620,10.23,902,14.89,95,4.71,378,18.77,1607,26.53,1333,22.00,39,0.64,25,0.41,830,13.70,712,11.76,26,0.42,2,0.03,2,0.03,36,0.59,56,0.93,26,1.31,119,5.90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3067,1016,322,3235,1800,84,2,27,911,1355,150,440,+34.9970483,-081.9699542
45083021803,South Carolina,Spartanburg County,1,6407,2410,0,86,1.34,0,0,0,0,0,0,6.3,60164,1,1,1,1,1,0,0,0,3545,5750,3545,1595,2437,1595,5750,89.74,2437,38.04,1460,22.79,662,10.33,4209,65.69,966,15.08,264,4.13,0,0.00,16,0.25,294,4.58,373,5.83,30,1.23,95,3.92,3545,55.33,1595,24.90,935,14.60,365,5.70,2598,40.55,597,9.32,155,2.42,0,0.00,13,0.21,181,2.83,219,3.42,11,0.44,57,2.37,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3394,1620,750,4666,1102,298,1,17,323,401,34,120,+35.0125503,-082.0030763
45083021804,South Carolina,Spartanburg County,1,1989,725,0,0,0,0,1,0,0,0,1,35.8,35909,0,1,0,1,0,0,0,0,198,1302,198,104,743,104,1302,65.44,743,37.35,329,16.56,177,8.90,615,30.91,464,23.33,35,1.75,0,0.00,3,0.17,185,9.28,197,9.93,28,3.89,116,15.99,198,9.95,104,5.24,45,2.24,45,2.27,99,4.98,74,3.70,9,0.44,0,0.00,1,0.03,16,0.79,19,0.98,5,0.64,19,2.66,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1341,557,215,866,577,57,0,14,475,543,44,180,+34.9979287,-082.0170016
45083021901,South Carolina,Spartanburg County,1,5818,2229,0,5,0.09,1,1,1,1,1,1,28.3,38875,1,1,1,1,1,0,0,1,4607,5806,4607,3322,4195,3322,5806,99.79,4195,72.11,1481,25.45,669,11.49,3720,63.95,865,14.87,219,3.76,4,0.07,38,0.65,959,16.48,1648,28.32,106,4.78,231,10.36,4607,79.18,3322,57.10,1165,20.02,586,10.06,2960,50.88,670,11.51,191,3.28,4,0.07,38,0.65,744,12.79,1189,20.43,89,4.00,183,8.21,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,5048,1485,669,3728,867,219,4,38,962,1656,163,254,+34.9631089,-082.0186459
45083021902,South Carolina,Spartanburg County,1,6944,2698,0,6,0.09,0,0,0,0,0,0,11.5,81875,1,1,1,1,1,0,0,0,2383,4536,2383,372,833,372,4536,65.33,833,11.99,1157,16.67,490,7.05,3483,50.16,513,7.39,245,3.52,2,0.03,11,0.15,283,4.07,373,5.37,28,1.06,59,2.20,2383,34.32,372,5.35,619,8.92,253,3.64,1790,25.78,293,4.22,138,1.99,1,0.02,5,0.07,155,2.24,202,2.91,16,0.59,31,1.15,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,2703,1751,843,5275,858,384,4,17,406,553,70,122,+34.9240100,-082.0181976
45083022003,South Carolina,Spartanburg County,0,3833,1386,0,133,3.47,0,0,0,0,1,0,18.6,59050,0,0,0,0,0,0,0,1,NULL,NULL,NULL,NULL,NULL,NULL,3629,94.68,1397,36.44,983,25.65,569,14.86,2575,67.19,873,22.77,50,1.30,0,0.00,12,0.31,119,3.10,150,3.91,129,9.31,196,14.13,2924,76.28,1216,31.73,834,21.75,416,10.86,2033,53.04,756,19.71,36,0.95,0,0.00,10,0.26,89,2.32,119,3.10,114,8.20,157,11.33,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1524,1039,594,2696,934,60,0,12,131,161,153,230,+34.8926326,-081.9215040
45083022004,South Carolina,Spartanburg County,1,2713,1002,0,179,6.6,1,1,1,0,0,1,17.8,47350,1,1,1,1,1,0,0,0,1716,2423,1716,707,1012,707,2423,89.33,1012,37.29,705,25.98,293,10.81,1071,39.48,924,34.04,325,11.99,0,0.00,7,0.25,96,3.56,89,3.28,5,0.51,125,12.50,1716,63.25,707,26.05,454,16.73,220,8.12,735,27.10,637,23.49,260,9.59,0,0.00,4,0.15,79,2.91,69,2.53,0,0.04,90,9.00,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1048,785,345,1246,1009,339,0,7,112,107,8,152,+34.9087801,-081.8635820
45083022005,South Carolina,Spartanburg County,1,5422,2149,0,0,0,0,0,0,0,0,0,10.3,87634,1,1,1,1,1,0,0,0,3675,4806,3675,640,943,640,4806,88.65,943,17.39,1224,22.58,552,10.18,3517,64.86,863,15.91,250,4.61,2,0.04,12,0.23,163,3.01,192,3.54,85,3.96,91,4.21,3675,67.78,640,11.81,964,17.78,407,7.51,2852,52.59,528,9.74,152,2.81,2,0.04,10,0.18,131,2.42,153,2.83,54,2.51,67,3.14,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1113,1359,590,3857,1054,308,2,16,185,223,117,114,+34.8963095,-082.0038734
45083022006,South Carolina,Spartanburg County,1,4260,1581,0,0,0,0,0,0,0,0,0,10.1,62188,1,1,1,1,1,0,0,0,2994,4033,2994,772,1385,772,4033,94.67,1385,32.51,1180,27.71,406,9.53,1578,37.04,2187,51.34,45,1.06,0,0.00,8,0.19,215,5.04,251,5.89,76,4.82,197,12.47,2994,70.28,772,18.12,850,19.95,319,7.48,1223,28.70,1576,37.00,36,0.83,0,0.00,4,0.09,156,3.66,180,4.22,42,2.67,143,9.07,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1400,1254,439,1690,2295,48,0,8,219,257,82,206,+34.8774695,-081.9760979
45083022007,South Carolina,Spartanburg County,1,3253,1401,0,0,0,0,0,0,0,0,0,16.9,63373,1,1,1,1,1,0,0,0,1892,3106,1892,662,1133,662,3106,95.48,1133,34.83,710,21.82,456,14.01,2036,62.58,877,26.95,88,2.69,0,0.00,10,0.31,96,2.95,115,3.53,90,6.41,197,14.08,1892,58.17,662,20.35,435,13.36,303,9.30,1209,37.15,565,17.38,53,1.62,0,0.00,8,0.25,57,1.76,59,1.81,56,4.00,123,8.78,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1317,738,476,2138,910,93,0,10,102,126,101,222,+34.9036817,-081.9662257
45083022101,South Carolina,Spartanburg County,1,3356,1473,0,59,1.76,0,0,0,0,0,0,6.8,69934,1,1,1,1,1,0,0,0,1974,3074,1974,401,784,401,3074,91.58,784,23.37,663,19.74,460,13.70,2473,73.70,498,14.83,48,1.44,0,0.00,10,0.29,45,1.33,46,1.38,68,4.63,69,4.71,1974,58.81,401,11.95,452,13.47,338,10.07,1762,52.51,158,4.71,31,0.93,0,0.00,4,0.12,18,0.54,26,0.77,42,2.88,41,2.77,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,818,727,506,2559,689,49,0,10,49,50,69,70,+34.9349253,-081.8645377
